keep,verified_label,label,rating,app,language,text,review_id,thumbs_up,date,source
1,positive,positive,4,MySejahtera,en,"Kenapa setiap kali saya nak login semula , mesti invalid user id or password.. sedangkan password saya betul",3d77f86f-8d42-4ae8-bbc6-5ca826518d61,0,2025-02-04 19:38:40,Google Play
1,positive,positive,4,MySejahtera,ms,Saya amat meyukainya,7caaed1b-9d3e-4a0d-80b6-b76d1dc32036,1,2023-06-19 18:25:08,Google Play
1,positive,positive,4,MySejahtera,ms,information and investment...,bfda8cf9-be74-468a-ac98-ec6fb12375e7,0,2024-12-24 15:28:12,Google Play
1,positive,positive,5,MySejahtera,en,WOW. AWESOME MYSEJAHTERA APP JUST GOT UPDATED WITH FUTURISTIC HIGH-TECH LOOKING!,50a6c170-10a5-4c5d-96d7-4ac8f76c757f,1,2025-07-10 19:44:25,Google Play
1,positive,positive,5,MySejahtera,en,Aplikasi ini sangat berguna untuk membuat temu janji di hospital yang berdekatan.,063eb0ed-090c-42ef-b942-1a458b2ce76c,0,2026-05-18 00:34:45,Google Play
1,positive,positive,5,MySejahtera,ms,cara membuat tempahan awal??,906c95ea-e603-458d-b978-2d3e21e3a457,1,2025-10-13 13:40:24,Google Play
1,positive,positive,4,MySejahtera,en,"I love the new look, but only downside im no longer able to print 3 vaccine cert on same page like before.. I'm looking forward to bringing that back.. please be able to verify the dependent because several son take care of their parents",dc0e5c6a-0f43-4743-a545-bd423f3fe810,1,2025-07-13 09:43:52,Google Play
1,positive,positive,4,MySejahtera,en,gelap tak keluar apa2.....x blh guna dah... setelah seminggu lebih baru blh guna. install uninstall byk kali.tq helpdesk mysejahtera yg membantu,ac3f8716-5266-47cc-9498-94744e140ef0,0,2025-08-07 16:42:29,Google Play
1,positive,positive,4,MySejahtera,en,my sejahtera saya bhgian profil xdpt buka cma kosong je mcm mna?,29d5ce42-4cd4-4a8b-9bc3-0e0dba469adf,0,2025-11-06 17:49:29,Google Play
1,positive,positive,4,MySejahtera,en,latest version tiada detail di blood donor card. previous version ada detail benefit yg dapat. cth: free outpatient treatment etc,a3122fae-55a7-4c6e-82ca-1950051dd802,0,2025-02-04 08:04:20,Google Play
1,positive,positive,5,MySejahtera,en,"sebelum dh daftar. tp hp rosak. so , nak download di handphone baru , tak dapat pula. Tapi berjaya je daftar.",8fd823cb-b094-4c9b-89a2-337411e24e1e,0,2025-09-03 11:22:27,Google Play
1,positive,positive,4,MySejahtera,en,"Very user friendly. It helps me quickly check my future appointments. I can also self check in at home then just arrive at the clinic half an hour before the appointment time. Excellent! However, the notification and history are not updated in time.",37a5dba3-4096-4ef0-84c9-3ec10db16188,1,2024-01-28 17:23:38,Google Play
1,positive,positive,5,MySejahtera,ms,tutup app MySejahtera,73c222c9-aca1-4d84-8c1f-f6cfea153bdd,0,2026-03-24 15:42:50,Google Play
1,positive,positive,4,MySejahtera,ms,Terbaik untuk saya selesaikan semua masalah.sangat senang.,231f4481-c635-4b24-b92d-c5c7a42a5987,0,2023-06-09 05:27:40,Google Play
1,positive,positive,5,MySejahtera,ms,mudah dah sekarang guna mysejahtera....,a6d19d36-fbf6-46dd-b4bd-4fa38039cc0c,3,2025-11-22 05:26:29,Google Play
1,positive,positive,5,MySejahtera,ms,saya terlupa katalaluan nya macam mana ya?,ca2e4910-4fe8-4d1f-94b1-2537c35132e9,4,2025-11-22 21:43:43,Google Play
1,positive,positive,5,MySejahtera,en,"Salam, harap boleh tmbah fungsi rekod derma darah. T.kasih",211453e7-705b-4ed6-8018-f77cadb840c4,0,2025-12-15 00:25:37,Google Play
1,positive,positive,5,MySejahtera,ms,tak boleh nk book oppiment,deae75fb-deaa-43da-b831-190a0f23c574,8,2026-05-02 09:22:10,Google Play
1,positive,positive,4,MySejahtera,en,"Recently after updated, the fixed notification for MySJ Trace always appeared even though I don't turn it on. Please fix this.. Thanks",730eb435-ec51-4bd2-bdc8-419041b40fed,1,2023-12-18 19:14:33,Google Play
1,positive,positive,4,MySejahtera,ms,Boleh tak tambahkan maklumat suntikan typhoid dlm nie...susah la klo kena bwk kad jewrr...klo ade dlm mysejahtera lgy senang...,2518f8a8-1199-495d-8c2d-0dc1bd3096f1,10,2023-05-20 16:30:20,Google Play
1,positive,positive,5,MySejahtera,en,Mallory awards 10 contributions.,32943310-26bd-4c4e-9116-36fa7a4e020e,0,2025-08-28 10:52:29,Google Play
1,positive,positive,5,MySejahtera,ms,MURUGAMAH A/P MUNIANDY,d4886204-bf01-4934-b71c-4c85b56b07ff,2,2025-09-15 13:52:57,Google Play
1,positive,positive,4,MySejahtera,en,Gets a new apps. ..,8bdc0bbf-8fb4-43c4-8918-9ae6cc3c9081,0,2024-07-08 21:18:30,Google Play
1,positive,positive,5,MySejahtera,en,"setakat 4 tahun saya guna, tak ade lagi masalah yang saya hadapi. cara nak guna mudah tapi untuk sesetangah orang mungkin susah sikit tapi untuk saya, semuanya Oke je.",f7a646bb-e7f4-49ed-9694-8d49f73a9a16,0,2026-04-16 09:02:42,Google Play
1,positive,positive,4,MySejahtera,ms,"Terok gila tak boleh buat tempahan janji temu, aku dah sahkan acc tuu bnyak kali...😌",b948cd66-e3cd-41b7-b710-19e4950551ff,9,2024-01-09 01:26:45,Google Play
1,positive,positive,4,MySejahtera,en,user friendly n helpful,e6cbba27-2db3-43a8-bcb5-47c8551e5f38,0,2025-04-29 09:05:33,Google Play
1,positive,positive,5,MySejahtera,ms,menstabilkan kesihatan terbaik.,0ef2f743-e1d3-45a8-900c-6ba0a79edcea,1,2026-05-23 10:19:17,Google Play
1,positive,positive,5,MySejahtera,en,hrini saya ada appoiment dkt KK & my apps x blh guna sbb maintenance. haih can you fix this?,2f78f87f-0da6-4eae-9fbc-c019f5fc670e,0,2025-11-20 07:39:07,Google Play
1,positive,positive,5,MySejahtera,ms,"MySejahtera pernah jadi aplikasi penting semasa pandemik, namun kini semakin kurang relevan. Saya cadangkan agar ia dipertingkat dengan fungsi yang lebih dekat dengan pengguna, seperti e-wallet kesihatan, pembayaran klinik, rekod vaksin automatik atau insentif gaya hidup sihat. Transformasi ini boleh menjadikan MySejahtera platform digital kerajaan yang moden,berguna dan kekal relevan untk rakyat.. PADU DAK KOMEN ABG😂",b91fd471-2232-4a06-99bf-53d3a88fed95,9,2025-10-14 12:15:15,Google Play
1,positive,positive,4,MySejahtera,en,unable to update latest apps version for model samsung z fold5,cadbb671-a43c-4ea9-9777-075ac43199da,1,2024-11-07 14:52:37,Google Play
1,positive,positive,5,MySejahtera,en,Soo good ❤️😘😍😘😊👍,858fd041-b149-42b7-ad6b-30f2983384a8,0,2025-12-13 22:00:26,Google Play
1,positive,positive,4,MySejahtera,en,"5 years after MCO,pandemic COVID-19..now I see a new in terms of their UI & UX.. really gives material feels design and it makes this app more refreshing to see compared to old UI. Even though, stability and performance play a crucial roles in development application. Lastly but not least, always keeping our data at high grade security,not weakest ones that hackers,scammers can access our data. That's all for now I would want say.",8689f385-0b77-42e9-9c46-fff3843c808a,9,2025-07-09 23:26:45,Google Play
1,positive,positive,4,MySejahtera,ms,Zujinduhu a/l Merapu,ead778c4-0ea2-4b3b-bd0f-555d56bee479,2,2022-09-28 12:22:58,Google Play
1,positive,positive,5,MySejahtera,ms,apps yg terbaik..,9fd96219-9552-4da9-bbf5-7a3043e48c94,0,2026-01-15 19:47:03,Google Play
1,positive,positive,4,MySejahtera,en,"After my last complain about there is no available slot for dental check up for almost every month , the new update finally improve the app a little. However, when I try booking for appointment in the next 6 month - let's say for February 2026, there is no available slot even after I check for every date in February and even March. Hopefully this can be fixed too 😭",9045da17-43ac-4113-a65c-9383941eee2f,8,2025-08-10 11:34:24,Google Play
1,positive,positive,5,Grab,ms,grab terbaik dalam keadaan saya takde duit saya boleh naik grab dangan bayaran grabpay latter.. terimakasih grab mudahkan keadaan saya,22d627e2-5ac7-48da-84c6-3d7791075809,1,2026-06-15 11:34:48,Google Play
1,positive,positive,4,Grab,en,Best juga offers grab food ni,ce4f8564-774e-4d6e-bf56-5fc4c677cb80,0,2026-05-20 15:38:45,Google Play
1,positive,positive,5,Grab,ms,sangat berpuashati dgn app ini,0a82773d-04d3-4d17-bf70-c4436a12efa3,0,2026-06-08 20:22:23,Google Play
1,positive,positive,4,Grab,en,"nice app, helpful and simple",3e61a5fd-7854-4a04-9c20-8bba9fdbda29,0,2026-06-07 22:04:12,Google Play
1,positive,positive,4,Grab,ms,Grab app is good but i have issue with sale debit eventhough i have not use the debit card anymore. i use grab wallet.. please fix it ...,3bf23f28-ef55-40f5-8cc1-6c4f88701d12,1,2025-12-10 23:10:14,Google Play
1,positive,positive,4,Grab,en,please bring back the option to pay and split evenly,104442dd-5362-4094-a6bb-c980ba87c46d,0,2026-06-14 10:43:47,Google Play
1,positive,positive,5,Grab,en,nice apps. easy to use. easy to book a car and fast service.,bb70e771-c56d-470c-a705-ef042fe01634,0,2026-06-20 09:16:43,Google Play
1,positive,positive,4,Grab,en,less 1 star because grabmap error,2002aa04-6e4d-43f2-a933-a22a0178c44b,0,2026-05-29 22:55:10,Google Play
1,positive,positive,5,Grab,en,easy to use,e6102f47-3623-409e-bc92-d756a3addcfe,0,2026-06-20 00:23:55,Google Play
1,positive,positive,4,Grab,en,"i hope they would add a feature to cancel your order, when the order is not yet accepted by the driver. coz that would be more effective for customers, to cancel their orders instead of messaging the drivers themselves and 😐",8af3a552-a658-4ace-ac6b-fcf7b9a01fd9,0,2026-06-16 00:26:48,Google Play
1,positive,positive,4,Grab,en,I think the app is great overall but there could be some issues at certain times where the tracker can be inconsistent and buggy. I am not sure if this is only personal experience but hopefully others might encounter the same problems as well and point it out,85260714-3796-40eb-b61c-2a1ebf732b81,0,2026-06-02 15:48:25,Google Play
1,positive,positive,4,Grab,ms,"mudah, cepat n memuaskan",adee9311-ed77-463c-a2ac-d73040c073dd,0,2026-02-02 04:50:55,Google Play
1,positive,positive,5,Grab,ms,ikut peraturan jln raya dgn betul dan grab bawa hati2 semasa memandu dan bersopan santun bila bercakap,23a7240c-de38-4ed2-b947-77a5ec41ecf9,2,2026-06-06 22:00:15,Google Play
1,positive,positive,5,Grab,en,good taxi service,04c268c6-403d-4982-a830-0cec3f8251e8,0,2026-06-20 16:33:09,Google Play
1,positive,positive,5,Grab,ms,Terima kasih servis yang baik,b887affc-f2bb-40bc-9dc7-737e9c622adf,0,2026-06-10 09:40:37,Google Play
1,positive,positive,5,Grab,en,यहां अप डिलीवरी के लिए बहुत बढ़िया ऐप है मैंने इसे उसे किया और मुझे बहुत अच्छालगा 😇*,2b3b7bf0-5862-4e90-b148-660d9c5a3ff9,0,2026-06-20 16:43:20,Google Play
1,positive,positive,4,Grab,en,The old UI was more seamless with nested transport types under one. whoever made this change to separate tuktuk from car is just silly and is why I am reducing to 4 star. otherwise happy with the service.,dfdbca15-b179-4d65-878b-cef36948a6a1,0,2026-06-08 21:45:57,Google Play
1,positive,positive,5,Grab,en,best service this app,4b355133-5de0-46c2-bb41-7a714068e730,0,2026-06-20 13:32:13,Google Play
1,positive,positive,5,Grab,ms,mudah dan cepat...senang nak pergi ke mana sahaja,c8315d75-1235-44f3-8686-ef2518078c6d,2,2026-06-15 22:44:45,Google Play
1,positive,positive,4,Grab,en,"pretty good overall, but had 3 drivers in a row cancel this morning. also, the actual time until the drive shows up is regularly 2x as long as the estimate shown initially.",ccaa063a-ac63-4736-b83e-e55002eb862e,1,2026-05-30 12:41:05,Google Play
1,positive,positive,4,Grab,en,정확한 지도표시가 잘안되어 안타깝습니다,e28e8bba-54fe-4aba-b82b-2bb94baaca0e,0,2026-05-31 19:54:54,Google Play
1,positive,positive,4,Grab,ms,pin lokasi tidak tepat Jln Dtk Ajibah Abol,8347a66b-f7ed-4bad-b4da-61d024a3464f,2,2025-11-29 13:43:34,Google Play
1,positive,positive,4,Grab,en,"would give 5 stars if you can implement the same feature as foodpanda. after choosing Ur food, there's a feature to input ur special instructions. It was upsetting when i first used grab after foodpanda.",9855fff9-b065-4081-8dff-c076b0c3ff25,1,2026-05-26 14:12:59,Google Play
1,positive,positive,5,Grab,ms,drive tak cerewet bagus orangnya,99052786-9a5a-412a-8bfb-025508848de8,0,2026-06-18 19:10:50,Google Play
1,positive,positive,5,Grab,en,wow it's very nice 👍,f0c241b0-9a63-4eb2-9f53-6b344d10fa4e,0,2026-06-21 12:45:12,Google Play
1,positive,positive,4,Grab,en,The aba payment thing sucks.,94cf37a1-2abd-4889-8097-51fcad0fb976,0,2026-06-06 18:25:04,Google Play
1,positive,positive,5,Grab,en,The driver is very nice and polite. Highly recommended.,bddad205-d3a7-49f7-b2e7-431d1890e758,0,2026-06-20 17:35:55,Google Play
1,positive,positive,5,Grab,ms,Sangat sangat baik terima kasih..,f7a51775-bed3-4d22-947a-26d121034679,0,2026-06-10 13:59:11,Google Play
1,positive,positive,5,Grab,en,Fast rides and deliveries with clear pricing. Smooth and reliable,eece951d-4691-46ea-821f-2ae1de985f2c,0,2026-06-20 00:05:54,Google Play
1,positive,positive,4,Grab,en,trouble with connection of my payment card but otherwise a great app,2978e503-bb3b-4853-b5be-fe49ac94958a,0,2026-06-14 14:26:12,Google Play
1,positive,positive,5,Grab,ms,verry good . is easy,da0ac779-3b5f-41d3-ac30-e921fd01aeee,0,2026-06-09 09:40:29,Google Play
1,positive,positive,4,Grab,en,"Look, can you not make a nearest drop point for pickup? I've been using it for like a long time, and pickup places like 10 -15 minutes walk just for me to call for a Grab driver. Don't make it the nearest point for pickup, just point where I am.",45597e60-f9ba-4f5c-9ec0-ac3560f65cc3,0,2026-05-22 19:46:34,Google Play
1,positive,positive,5,Grab,ms,Perkhidmatan yg cepat,5fea2003-c738-43ef-80c7-99d201a6ef92,0,2026-06-17 20:58:25,Google Play
1,positive,positive,4,Grab,en,Location stalls quite often. But overall very good,99108c40-4d2d-48d0-9038-5b94a3ec6bbb,0,2026-06-02 10:51:08,Google Play
1,positive,positive,4,Grab,en,"I hope Grab team can consider allowing small dogs like toy poodles in standard Grab cars, as long as they are properly contained (carrier or seat cover). GrabPet seems more suitable for large dogs, and the fare can be too high for small, well-behaved pets. This change would make trips more affordable and convenient for pet owners while still respecting drivers. Or maybe add GrabPet for 4-seater :)",330130e6-2921-46bd-8b5b-e09c5b86a137,4,2026-06-19 15:57:46,Google Play
1,positive,positive,5,Grab,ms,pemanduan yg cemerlang,e2299a3d-acb6-4b15-b62d-7e5402a99922,0,2026-06-14 17:44:52,Google Play
1,positive,positive,5,Grab,ms,saya sangat gembira kerana dengan pas grab dapat memudahkan orang,fec4a1f9-d888-42ea-aa7a-1f5479dbc911,1,2026-06-12 23:31:30,Google Play
1,positive,positive,5,Grab,ms,"penggunaan grab memang terbaik dan berbaloi, senang dan Ok.",34dff0e2-c998-45cd-8333-804f5c4026f0,0,2026-06-06 18:44:14,Google Play
