review_id,app,text,rating,label,language,thumbs_up,date,source
d55e0aad-6862-44ee-9267-225c24bc7f9a,Touch n Go eWallet,siapa punya akal yang design apps baru ni? sangat menyusahkan pengguna. lembab. nak tambah nilai kad pun susah. aku ni tak pernah lagi review apps. ni first time.,1,negative,en,0,2026-06-18 12:00:58,Google Play
19fa4d87-f700-44c8-8fa4-a8ef1fd16166,Touch n Go eWallet,Recently I can't do anything with the app. Everything ended up with neverending loading despite my internet is good..,1,negative,en,0,2026-06-18 10:35:17,Google Play
015b4675-5eeb-4532-8d9c-3ea8781a599b,Touch n Go eWallet,I am really disappointed,1,negative,en,0,2026-06-18 09:14:51,Google Play
9093d7bc-12c2-4667-b874-67ba5fda499c,Touch n Go eWallet,"Messy, confusing and very cluttered app.",1,negative,en,0,2026-06-18 00:31:41,Google Play
ebc868e9-6d6c-465e-97e0-f94fc0d34402,Touch n Go eWallet,upgrade ja terus t&g wallet tak boleh topap. menyusahkan,1,negative,en,0,2026-06-17 22:38:08,Google Play
f17aa6c4-7201-4283-8468-ad26102ad963,Touch n Go eWallet,latest update worst,1,negative,en,0,2026-06-17 22:28:51,Google Play
4a349070-5e6c-4159-9731-ec3a938fb895,Touch n Go eWallet,Please remove all those unnecessary stuff. I just want to pay and transfer. All other useless features makes the app super lag and often need to wait for 5 minutes just to open the app and always black screen and automatically quit the app.,1,negative,en,0,2026-06-17 11:55:08,Google Play
1a329c0c-d391-481a-8a3f-98da67c3c604,Touch n Go eWallet,"Previously I said money missing but I found out sender didn't transfer the amount, sorry for that what I say in my review but anyway I still not 100% trust this tng e wallet.",1,negative,en,0,2026-06-17 11:14:55,Google Play
88c2c1cb-d1a0-4ff7-a977-30b6304ad15c,Touch n Go eWallet,"after update the app, to top up the money the upload become very slow. please check and update the app. i need to use by this weekend.",1,negative,en,0,2026-06-16 23:13:11,Google Play
d09dd175-5cd6-48d0-b8c4-5d6fff06862a,Touch n Go eWallet,I had problem activate Eastel prepaid no. But the SC looks like no solving my problem untill today and keep giving me same wasted solution. Useless prepaid ever.,1,negative,en,0,2026-06-16 22:14:00,Google Play
d6da111a-f634-4165-820e-2c3d24c70672,Touch n Go eWallet,"Touch 'n Go's customer service is a joke. Open a ticket, get an automated reply, wait days with no updates, then watch them close the ticket as ""resolved"" without solving anything. The AI chatbot is useless, customer support is unreachable, and email replies take forever. For a payment platform used by millions of Malaysians, this is embarrassing and completely unacceptable.",1,negative,en,0,2026-06-16 22:04:17,Google Play
a4a9c960-de35-49d9-b2bc-697bdfb4c93e,Touch n Go eWallet,i cant get in my old acc 😔 bruh my money is there too and its rm 50 bro imagine 💔,1,negative,en,0,2026-06-16 21:23:21,Google Play
ed5aa6de-1c2b-4c48-b5a2-20f5dda16632,Touch n Go eWallet,"Not only I lost money when I invested in UT promoted by Principal in TnG app, but every time I withdraw my money from the investment, there will be more ringgit deducted from the money I withdraw. Today I lost RM12.82 from RM 1.6k withdrawn. who knows how much they will deduct for tens or hundreds of thousands. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,negative,en,2,2026-06-16 15:28:03,Google Play
e0e9ecb6-917a-4b19-aac4-178bb03b1aef,Touch n Go eWallet,"the app system are to poor, slow service..the refund money does not automatically go into the account after 30 days.. I had to call TNG service and show proof of refund ,though it can solve in 2 or 3days, it has been 4 days already and I still haven't received my money yet. I don't know how long I need to wait and make a call again.",1,negative,en,0,2026-06-16 13:34:40,Google Play
d1e13cd7-fbaf-4318-8924-e79fdc3ca376,Touch n Go eWallet,"boleh tak jangan rompak duit orang, letak kat tempat aku tak boleh nak gune, boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund, bukan semua orang kaye",1,negative,en,0,2026-06-16 12:15:09,Google Play
bee9140d-210d-4123-80f6-0401b44a67b2,Touch n Go eWallet,"poor UI forcing user to investment nearby merchants, bill and transport button.",1,negative,en,0,2026-06-16 08:27:37,Google Play
41b8015c-e8e6-477c-8995-5c8d1ab70ccf,Touch n Go eWallet,the tng card is the most important item in this app. your update made it hide somewhere I took hours... still cannot find. I dunno how developers brainless or being too smart. thinking they can read users mind by remove the tng card from main link to GoFinace is a smart move. please lah..stop putting ads that waste time to keep users busy for nothing. Phui!!!,1,negative,en,0,2026-06-16 06:44:13,Google Play
578d257b-b2f2-4799-9008-d8bbbdddea78,Touch n Go eWallet,account TnG saya tak dapat nak login tak tahu kenapa,1,negative,en,0,2026-06-15 18:50:49,Google Play
a6f03a17-e26a-4b01-8d2a-270c5d878758,Touch n Go eWallet,TNG eWallet Customer Care is useless & do not know how to solve the problem as the Customer Care staff itself do not understand their own system.,1,negative,en,0,2026-06-15 16:46:51,Google Play
789fa268-4664-4c3d-b649-44f73f7d307d,Touch n Go eWallet,bad. kad TnG patut ada kat main interface. bukan nak kena search. bodoh betul update baru. menyusahkan.,1,negative,en,0,2026-06-15 16:43:49,Google Play
572a9dd6-d6aa-4dac-a3aa-8109ccb5ed6d,Touch n Go eWallet,(keep on hanging and crashing 😡) everything done as said still the same. getting worst by day.,1,negative,en,0,2026-06-15 14:26:59,Google Play
795114b6-a212-4904-af7e-e8d070ef320f,Touch n Go eWallet,UI is not user friendly.. too many things and not organized,1,negative,en,0,2026-06-15 12:26:05,Google Play
53918e9c-2ffc-4672-bd29-de1ff966ad96,Touch n Go eWallet,cannot scan card tng enhanced,1,negative,en,0,2026-06-15 10:44:07,Google Play
37853277-1d51-4bea-be9a-08416e2e4d2b,Touch n Go eWallet,latest update theres no card optional to topup.. very difficult to topup card.. give us back button card infront UI,1,negative,en,0,2026-06-15 06:58:51,Google Play
377419c6-82ca-477c-8961-98f818acbccc,Touch n Go eWallet,"Even worse, removing history of active MY50 card. i cannot know when it expires. Only used for my50 NFC, toll, subscription. Not my main payment option for groceries due to lack of BENEFICIAL promotions. Thinking of moving away from this payment option soon.",1,negative,en,1,2026-06-15 06:21:55,Google Play
3d0b3068-7216-4d58-84cf-e16414b373e9,Touch n Go eWallet,"Please don't use this apps, go find alternative like MAE, Boost or other company. This company got the shitest customer service! I purchased item from E Shop, money been charged from my account but dont want deliver my goods. If you care about your hard earned money, please dont put your money in this APP. ""WARNING""",1,negative,en,0,2026-06-15 01:02:47,Google Play
bf8109a5-0998-4534-99c6-e564531d0a18,Touch n Go eWallet,the verification takes ages come on there are many more user friendly apps,1,negative,en,0,2026-06-14 22:09:13,Google Play
7a2d107a-be17-47f5-8218-82967be7ba48,Touch n Go eWallet,"after update, with new ux, now it is not easy to find icon to reload tng..you just spam us with lot of rubbish..im wonder what type of programmer or web designer u hire..almost zero knowledge in user exp..fix this!!!",1,negative,en,0,2026-06-14 21:33:44,Google Play
f8077291-c7a6-43e9-a99d-24dc0b799607,Touch n Go eWallet,Latest update is horrible. It fails to reload and give any reasons why it failed to reload. The feedback page fails when trying to give feedback. What happened to the app?,1,negative,en,0,2026-06-14 20:42:16,Google Play
ade7d09e-9671-45fb-86cb-f6843d310509,Touch n Go eWallet,do not share personal data info,1,negative,en,0,2026-06-14 20:40:56,Google Play
f49901ba-50c0-435e-96fa-a4524a0cd47e,Touch n Go eWallet,Why I must wait until my50 pass expire only can top up? What is the purpose of this. Just let us buy ahead of time!!!,1,negative,en,1,2026-06-14 19:39:52,Google Play
637282fb-5eb3-4bdc-a49d-65c0949a8c78,Touch n Go eWallet,Nak transfer duit ke bank sendiri slow loading.... Tunggu 5 minit - 10 minit still loading... Bila cuba transfer ke bank mak pun sama tunggu2 takde apa jadi,1,negative,en,0,2026-06-14 16:39:20,Google Play
fb1b2d2b-838c-4e46-a2c4-d4a6ef0ae0ea,Touch n Go eWallet,App kept crashing! The latest update kept crashing. Now I cannot even run it. Talk about a wallet that crashes often. Back to the physical wallet for now. Cleared both cache and data but still the same problem. Finally deleted and reregistered again. What a low quality ad-infested app!,1,negative,en,103,2026-06-14 13:50:12,Google Play
3c043e63-3520-493c-ae2a-1aa300bacc99,Touch n Go eWallet,"pop ups, new updates splash screens are so annoying , especially when you want to quickly pay and go..... and favourites just refuse to display your top 4 or top 7 favourites even after rebooting app..... tng is loosing the plot",1,negative,en,5,2026-06-14 09:51:04,Google Play
7d72e83c-4d22-4a46-ba34-0e6b40d73d74,Touch n Go eWallet,can't log back in on my new device despite correct credentials... keep saying request unsuccessful... plz fix,1,negative,en,0,2026-06-14 09:34:30,Google Play
6989a487-8fd4-4b56-8668-55793e4db7a7,Touch n Go eWallet,There's a competition by TnG on how much garbage and bloat they can add to the app. Why can't promotional notifications be turned off? Also the new vibe coded interface looks ugly,1,negative,en,0,2026-06-14 04:23:15,Google Play
0d2ac48f-1d17-4ed5-88d3-0814edd1bb62,Touch n Go eWallet,new update worst,1,negative,en,0,2026-06-14 02:29:15,Google Play
ba40246c-c46f-4e5a-a023-25f3651c4560,Touch n Go eWallet,"susah nak transfer, dh la QR pun nak pakai merchant jak.",1,negative,en,0,2026-06-13 21:20:35,Google Play
17c9d994-906d-4760-8aca-1b321b6775be,Touch n Go eWallet,"Horrible cs whatsapp for go invest principal, ending chat without follow up email | Always have scammy programs like Buzz that loves rugpull",1,negative,en,0,2026-06-13 19:34:30,Google Play
c6d7a818-7d85-490d-b86a-feea7debac46,Touch n Go eWallet,"Your update to the app makes it EXTREMELY hard to find where to reload my TnGo card. If you decide to do changes, do it less aggressive as people are using your app to reload on the go. Its very stressful just tring to find where to reload the card.",1,negative,en,4,2026-06-13 18:25:34,Google Play
88242ea3-9135-4ac6-b59d-d729bd3e54cf,Touch n Go eWallet,Cant they keep the layout same each update???????!!!! where us the touch and go nfc reload ????? card is missing from dash menu???,1,negative,en,1,2026-06-13 17:26:20,Google Play
109b6a43-ae88-4f13-a3a1-4de7283a5de4,Touch n Go eWallet,Just for transaction purpose. Rewards and point collected is not attractive.,1,negative,en,0,2026-06-13 16:14:56,Google Play
b73a4de0-5c46-4372-b6ad-2e1ed275aa4c,Touch n Go eWallet,using tng mainly for to top up card. asking user to manually search for it is dumb af. what if we stuck at toll and need to top up asap?,1,negative,en,0,2026-06-13 15:52:32,Google Play
056cad08-a192-4d84-a5a6-7fb418136c86,Touch n Go eWallet,why add pop up during the payment process very syok ke Im paying people line up at the back and you pop up an ad,1,negative,en,3,2026-06-13 13:50:20,Google Play
28493ab2-1581-4f4f-9e8a-4d704d2ae2ef,Touch n Go eWallet,haku bagi 1 bintang je lepas dia upgrade tng yg baru buln 5 2026 ni..nmpk mysahkn plak..button topup tol yg dulu ok je di homescreen..lps upgrde ntah mana2 dia letak laaa,1,negative,en,1,2026-06-13 08:43:29,Google Play
ba4222e3-52f6-4722-8b02-4b1a12734441,Touch n Go eWallet,ridiculous ever since the new update i cant top up my card,1,negative,en,0,2026-06-13 06:36:18,Google Play
e6893d72-d7b6-4f46-8447-48e32efc44c3,Touch n Go eWallet,WHY CANT NOT TOPUP!!!! IRRITATES APP... CAR IS FUNTIONING BUT ADTER NEW UPDATES CANT TOP UP AT ALL,1,negative,en,0,2026-06-12 22:03:17,Google Play
f1621441-421e-4b77-8f48-4f5396f2ecb7,Touch n Go eWallet,"Saya Ade ic biru Dan muka saya masa tu umur 12 tahun skrg Saya dah remaja(tak sama sangat macam ic biru muka)Saya tak paham la ai scanner tu, Saya sudah error sebanyak 8 Kali sebab muka saya kalau scan terus tak accept. Saya buat soalan tapi complex dia mintak, pls fix ai scanner Dan boleh compare muka user ic dulu dgn muka sekarang🫩",1,negative,en,0,2026-06-12 21:08:28,Google Play
662513ca-75dc-49f2-b19e-2adab4c01c83,Touch n Go eWallet,"My account is lost and my ID is still linked to that account. So I created a new account but cannot verify it because the ID is already used to that lost account.. I can't even do anything about it, I get really disappointed.",1,negative,en,0,2026-06-12 20:49:38,Google Play
311b7799-694e-4a94-b70a-eacc7b3aa83c,Touch n Go eWallet,Who's bright idea to change card under transport and made card topup harder by adding more interface layers?,1,negative,en,0,2026-06-12 20:09:04,Google Play
314c5722-274f-40c6-8c54-2c831dc78713,Touch n Go eWallet,apps paling bodoh.... langsung x dpt verify email. 2x call careline. sma juga bodohnya. dua².,1,negative,en,0,2026-06-12 19:12:57,Google Play
50c24008-4263-482e-a3f1-7a1a4828b9b1,Touch n Go eWallet,The new app design is pretty garbage. Stuck at toll for more than 10 minutes because I couldn't find where to reload tng card. common sense will dictate that commonly used features should be placed at visible areas but the reload tng feature is no where to be found and I had to use the search feature to find it..and I still don't know where the feature is in the app.,1,negative,en,2,2026-06-12 19:11:19,Google Play
86456004-1ddb-4bec-aba2-6088b806f487,Touch n Go eWallet,"why is there no option to cancel auto payment, fix the problem now!!!!!!!",1,negative,en,2,2026-06-12 16:19:22,Google Play
d621bc65-b25c-41b9-a2f6-770becf81b7f,Touch n Go eWallet,WHERE TF IS T&G CARD MENU??????????????,1,negative,en,0,2026-06-12 15:12:49,Google Play
53999397-ab34-432f-a6f6-24381a8e6e93,Touch n Go eWallet,"Design semakin serabut, kononya dengan new face akan buat apps ni namapak lebih canggih dan kedepan tapi hakikatnya lebih serabut.. Terlalu bnyak category yang useless dijadikan paparan muka hadapan. Kebanyakan yang gung tng e wallet ni sebab nak topup card tng, tapi nak cari kad tng punya category bukan main susah lagi pelik Kad TNG punya kategory bukan berada di menu utama . Designer tak professional tak fikir ke depan ke atau kaji dulu apa category utama yang patut ada di menu utama",1,negative,en,2,2026-06-12 14:52:30,Google Play
77e56aa6-7f81-42ff-95fe-e2b2ed303f77,Touch n Go eWallet,Was so used to the placement of everything until the latest update. Why you gotta do this to us? don't you kesian us Malaysians? kept crashing too even though I've restarted my device and cleared the cache. I don't want to friend you guys anymore. 😭,1,negative,en,0,2026-06-12 14:41:17,Google Play
31a10837-321d-4db7-9ad6-649ca80c8fb3,Touch n Go eWallet,"Tak cerdik punya developer applikasi ni...nak topup kad tng pun payah nak cari feature tu. Jual kad RFID, tadi nak topup dgn apps pun sukar.",1,negative,en,1,2026-06-12 12:59:30,Google Play
42c820a5-85ba-4942-9986-cba0e6a653f6,Touch n Go eWallet,it x log in or work efficiently.,1,negative,en,0,2026-06-12 12:20:50,Google Play
741cf1fb-c0ba-43d1-9f46-2cc141317cf7,Touch n Go eWallet,I can't verify,1,negative,en,0,2026-06-12 11:35:46,Google Play
2bff186a-b97d-4e51-a935-818b6c1b7c9d,Touch n Go eWallet,2026/06 update: They moved card reload hidden under Transport. And I can't add to Favourites because the slot is full. They should expand the Favourite space to at least 3x3.,2,negative,en,1,2026-06-20 16:22:19,Google Play
69c2aaa5-080f-495d-b16d-d99436b9f382,Touch n Go eWallet,The TNG card icon is nowhere to be found from the dashboard. I need search by typing it. Not intuitive enough for a simple but critical task. All the icons are also indistinguishable from each other making the interface messy and difficult to navigate.,2,negative,en,0,2026-06-19 17:57:44,Google Play
429453b3-73fc-4439-bed4-224941686e72,Touch n Go eWallet,can u decrease pop up message.,2,negative,en,0,2026-06-19 09:28:38,Google Play
c5d5cc27-a036-4cc6-b898-aa382445775b,Touch n Go eWallet,"The latest app interface becomes much more complicated, I still unable to find where to topup my tng nfc card. Very frustrating. The old version were much more humanised and intuitive. Follow up feedback: Appreciate fast response. Need to search means more click, action and time needed to achieve my most frequent transaction on Tng app. If I can customise widget or else so that TNG Card appear at first landing page that would be great. Thanks",2,negative,en,0,2026-06-19 09:03:09,Google Play
733daa0f-a7a5-433a-9f02-6b438f515ee4,Touch n Go eWallet,X active skian lama,2,negative,en,0,2026-06-19 07:09:13,Google Play
378a85c3-cad7-4634-b66a-9139071f18c2,Touch n Go eWallet,"update, kejap boleh kejap tak boleh scan qr code jnt",2,negative,en,2,2026-06-18 13:03:15,Google Play
311fa9ca-0d56-46e7-a6fe-5af492025587,Touch n Go eWallet,"The new layout of ewallet apps is very confusing. To check RFID and tng card balance, its not as easy as before.",2,negative,en,0,2026-06-17 16:00:15,Google Play
07cb4a40-a669-49ab-9ddf-b0fca2160bb4,Touch n Go eWallet,"Bonust point cant change to money. Nowdays, every bonus can change back to money. Like Setel app and Aeon app. If they fix this more people will join.",2,negative,en,0,2026-06-17 11:24:05,Google Play
1b8f1dfd-4f05-4a21-8fa9-1f758f76ad4b,Touch n Go eWallet,all okay but why do you change your layout so often and why did you remove your PIE CHART??? Bruh...im so frustrated....,2,negative,en,0,2026-06-16 10:21:29,Google Play
2b7331a5-272e-408f-8e8d-963ef8e4f84d,Touch n Go eWallet,can your stop keep on changing app interface. it cause some functions I don't know where to find...,2,negative,en,0,2026-06-16 00:04:36,Google Play
d3dbb9ad-3f34-4180-89c7-a82bb5dd0c2e,Touch n Go eWallet,used to be able to purchase extra travel pass one month in advance. not able to do that anymore,2,negative,en,0,2026-06-15 10:07:57,Google Play
9a4b32b5-47c8-4698-9449-fb34561a98e9,Touch n Go eWallet,"kenapa saya punya akaun tidak boleh digunakan, dapat email mengatakan bahawa akaun saya dibekukan oleh bank negara.. saya tidak buka app tu sudah 3 tahun lebih, guna pun jarang jarang saja",2,negative,en,0,2026-06-14 22:59:59,Google Play
d919409e-0588-4222-a57a-c4b3e081044e,Touch n Go eWallet,"the new update is not user friendly anymore😂 idk why u guys keep changing the ui and button position. Sometimes when i open app, i even need to take time to find the transfer button. TNG is for any users in any age range, but now i think it slowly become China app (very complicated). I hope tng team can make the app more simple and dont always change the button position",2,negative,en,0,2026-06-14 20:49:34,Google Play
6275a370-59da-4ab5-b3c0-52b9eebf9e24,Touch n Go eWallet,"the app very slow , tried a few iteration managed to got trough",2,negative,en,0,2026-06-14 17:21:38,Google Play
f3b60293-6537-48d2-a777-56a6e0a8a978,Touch n Go eWallet,clustered & many pop-ups. the pop-up ads before i make payment is infuriating. im seriously considering other options,2,negative,en,0,2026-06-13 22:22:16,Google Play
e97a2f8d-9b55-4367-b303-c7ee91f2f75e,Touch n Go eWallet,"This new version is kinda bad, I tried to use auto debit payment to pay apple+ service but it was still pending even though I already top up some money to my ewallet. It's been pending for a few days I don't know how to settle those payments, I linked to my ipad and unlinked a lot of times and it still can't pay the pending payment, I wish I can pay it manually so that it won't stay pending in my account. If the pending payment has been settled, I don't think I will use this app anymore.",2,negative,en,2,2026-06-13 20:19:42,Google Play
98e3c1d9-a75f-473e-a75e-f0f03de177dd,Touch n Go eWallet,I want to login but sudden pop up say rooted device and I already check my phone it's completely normal not root what happened please help.,2,negative,en,0,2026-06-13 17:28:16,Google Play
e88e2031-b44b-4549-929c-f0674b2026de,Touch n Go eWallet,"susah la nak guna, sikit2 link device nk buat payment pun susah",2,negative,en,1,2026-06-13 07:56:25,Google Play
2ea021b1-e374-48da-ad96-93e75fec5a46,Touch n Go eWallet,"I don't mind the transaction etc, but everytime I have to enter my pin number, it always cancels it even though I entered it correctly. Which lead me to reset my pin number every single time.",2,negative,en,0,2026-06-12 17:55:46,Google Play
64957311-e7d7-4896-903c-4db38bc84537,Touch n Go eWallet,This last updqte is a real mess. Cant find tng card and transactions section. All layout is changed . Its a big mess in main page.,2,negative,en,0,2026-06-12 17:21:05,Google Play
d9691908-5d55-406d-a06b-94ba6bd79d27,Touch n Go eWallet,"Pls bring back the old interface or just bring the card button back to the main screen, it's easier to manage/top-up TNG card.",2,negative,en,2,2026-06-10 23:46:27,Google Play
12d017cf-1d50-45b3-9a7c-a308b5cc7a2f,Touch n Go eWallet,"There's way too much going on. Can you simplify the app? It's starting to feel like a Shopee app, with everything you want to cram in.",2,negative,en,1,2026-06-10 15:13:46,Google Play
ea4a62ed-c1e4-491a-9620-4049c72669f0,Touch n Go eWallet,"the new interface has everything shown to user without the need to click... but the important feature, reload tag card, is hidden deeper needing another additional click more than previous design..",2,negative,en,4,2026-06-10 13:52:36,Google Play
156c7b31-b96f-452c-8c33-10eb0395becc,Touch n Go eWallet,"Hey TnG please restore the card balance shortcut up there, it is the most very important feature of this app. Literally comment again just to highlight the most important things we use tng, to topup tng card. Other features however you add will be forever secondary.",2,negative,en,3,2026-06-09 19:43:52,Google Play
3db8750f-f29b-4027-95af-9ae1cd5aef67,Touch n Go eWallet,very slow to launch scanning and keeps likes to pop up. please improve this e.g. with a direct shortcut to scan,2,negative,en,0,2026-06-09 16:23:46,Google Play
d05dee00-84be-4547-bc5f-496f81eb8422,Touch n Go eWallet,interface baru ni tak user friendly,2,negative,en,0,2026-06-08 20:12:26,Google Play
5a58bbfb-e5b3-4ff2-a46b-f2a719164ce5,Touch n Go eWallet,suka mkn duit orng bile main game die ape bnde ni,2,negative,en,0,2026-06-08 19:36:22,Google Play
d16f2c77-2b1a-4522-bf57-63db249a7e71,Touch n Go eWallet,having problem with downloading statement to email. has not been able to download since last month.,2,negative,en,0,2026-06-06 16:46:11,Google Play
31480149-e163-43c5-bddb-1d057c1689d1,Touch n Go eWallet,the app became so heavy and less responsive after the update.,2,negative,en,2,2026-06-06 16:02:51,Google Play
d550f16d-28d5-4837-9afb-141c9100a987,Touch n Go eWallet,"Even after clicked the verification email sent within 48h, I still cannot access the app",2,negative,en,0,2026-06-06 10:44:58,Google Play
f47e14b3-7b18-46d3-9c9f-d49f9b49c60f,Touch n Go eWallet,"Subject: Dispute on Unauthorized Auto-Debit Transaction - RM29.90 ​Dear Touch 'n Go eWallet Support Team, ​I am writing to report an unauthorized auto-debit transaction of RM29.90 by the merchant ToolX Digital Limited, which occurred on 02/06/2026 at 8:30 PM. ​This is an unauthorized subscription that I did not sign up for. The merchant has made multiple failed billing attempts in the past due to insufficient balance, and they successfully deducted RM29.90 recently when my wallet was reloaded. ​",2,negative,en,1,2026-06-05 21:07:09,Google Play
bd28e57a-8688-43b5-b95f-4aadf082afc3,Touch n Go eWallet,always lock me out whenever i receive funds from top up n transfer .. inconcenient .. embarrasing as well especially while making payment,2,negative,en,0,2026-06-04 11:02:11,Google Play
85e7e484-6f43-4995-b084-182c9c6aee71,Touch n Go eWallet,"good all and all but its been months and im still trying to get my account back but whenever i try to log in it just says ""we are unable to process your request"". Come on man.",2,negative,en,0,2026-06-03 18:49:11,Google Play
db4f0a78-d5b8-43a3-ba65-a1c9c242f9d0,Touch n Go eWallet,the system getting worse and I cannot use any ringgit in this app.... is getting worse by the second... I maybe not want to use this app anymore...,2,negative,en,0,2026-06-03 05:31:46,Google Play
